Binomial,scientific.name,original.scientific,TrophicLevel,TrophicNiche,ForagingNiche
Hylexetastes_uniformis,Hylexetastes uniformis,,Carnivore,Invertivore,Invertivore bark
Hylia_prasina,Hylia prasina,,Carnivore,Invertivore,Invertivore glean arboreal
Hyliota_australis,Hyliota australis,,Carnivore,Invertivore,Invertivore glean arboreal
Hyliota_flavigaster,Hyliota flavigaster,,Carnivore,Invertivore,Invertivore glean arboreal
Hyliota_usambara,Hyliota usambara,,Carnivore,Invertivore,Invertivore glean arboreal
Hyliota_violacea,Hyliota violacea,,Carnivore,Invertivore,Invertivore glean arboreal
Hylocharis_chrysura,Hylocharis chrysura,,Herbivore,Nectarivore,Nectarivore aerial
Hylocharis_cyanus,Hylocharis cyanus,,Herbivore,Nectarivore,Nectarivore aerial
Hylocharis_eliciae,Hylocharis eliciae,,Herbivore,Nectarivore,Nectarivore aerial
Hylocharis_grayi,Hylocharis grayi,,Herbivore,Nectarivore,Nectarivore aerial
Hylocharis_humboldtii,Hylocharis humboldtii,,Herbivore,Nectarivore,Nectarivore aerial
Hylocharis_leucotis,Hylocharis leucotis,,Herbivore,Nectarivore,Nectarivore aerial
Hylocharis_sapphirina,Hylocharis sapphirina,,Herbivore,Nectarivore,Nectarivore aerial
Hylocharis_xantusii,Hylocharis xantusii,,Herbivore,Nectarivore,Nectarivore aerial
Hylocichla_mustelina,Hylocichla mustelina,,Omnivore,Invertivore,Invertivore ground
Hylocitrea_bonensis,Hylocitrea bonensis,,Omnivore,Frugivore,Fugivore glean
Hylocryptus_erythrocephalus,Hylocryptus erythrocephalus,,Carnivore,Invertivore,Invertivore ground
Hylocryptus_rectirostris,Hylocryptus rectirostris,,Carnivore,Invertivore,Invertivore ground
Hyloctistes_subulatus,Hyloctistes subulatus,,Carnivore,Invertivore,Invertivore glean arboreal
Hyloctistes_virgatus,Hyloctistes virgatus,,Carnivore,Invertivore,Invertivore glean arboreal
Hylomanes_momotula,Hylomanes momotula,,Carnivore,Invertivore,Invertivore sally surface
Hylonympha_macrocerca,Hylonympha macrocerca,,Herbivore,Nectarivore,Nectarivore aerial
Hylopezus_auricularis,Hylopezus auricularis,,Carnivore,Invertivore,Invertivore ground
Hylopezus_berlepschi,Hylopezus berlepschi,,Carnivore,Invertivore,Invertivore ground
Hylopezus_dives,Hylopezus dives,,Carnivore,Invertivore,Invertivore ground
Hylopezus_fulviventris,Hylopezus fulviventris,,Carnivore,Invertivore,Invertivore ground
Hylopezus_macularius,Hylopezus macularius,,Carnivore,Invertivore,Invertivore ground
Hylopezus_nattereri,Hylopezus nattereri,,Carnivore,Invertivore,Invertivore ground
Hylopezus_ochroleucus,Hylopezus ochroleucus,,Carnivore,Invertivore,Invertivore ground
Hylopezus_perspicillatus,Hylopezus perspicillatus,,Carnivore,Invertivore,Invertivore ground
Hylophilus_amaurocephalus,Hylophilus amaurocephalus,,Omnivore,Invertivore,Invertivore glean arboreal
Hylophilus_aurantiifrons,Hylophilus aurantiifrons,,Carnivore,Invertivore,Invertivore glean arboreal
Hylophilus_brunneiceps,Hylophilus brunneiceps,,Carnivore,Invertivore,Invertivore glean arboreal
Hylophilus_decurtatus,Hylophilus decurtatus,,Carnivore,Invertivore,Invertivore glean arboreal
Hylophilus_flavipes,Hylophilus flavipes,,Carnivore,Invertivore,Invertivore glean arboreal
Hylophilus_hypoxanthus,Hylophilus hypoxanthus,,Carnivore,Invertivore,Invertivore glean arboreal
Hylophilus_muscicapinus,Hylophilus muscicapinus,,Carnivore,Invertivore,Invertivore glean arboreal
Hylophilus_ochraceiceps,Hylophilus ochraceiceps,,Carnivore,Invertivore,Invertivore glean arboreal
Hylophilus_olivaceus,Hylophilus olivaceus,,Carnivore,Invertivore,Invertivore glean arboreal
Hylophilus_pectoralis,Hylophilus pectoralis,,Carnivore,Invertivore,Invertivore glean arboreal
Hylophilus_poicilotis,Hylophilus poicilotis,,Carnivore,Invertivore,Invertivore glean arboreal
Hylophilus_sclateri,Hylophilus sclateri,,Carnivore,Invertivore,Invertivore glean arboreal
Hylophilus_semibrunneus,Hylophilus semibrunneus,,Carnivore,Invertivore,Invertivore glean arboreal
Hylophilus_semicinereus,Hylophilus semicinereus,,Carnivore,Invertivore,Invertivore glean arboreal
Hylophilus_thoracicus,Hylophilus thoracicus,,Carnivore,Invertivore,Invertivore glean arboreal
Hylophylax_naevioides,Hylophylax naevioides,,Carnivore,Invertivore,Invertivore sally ground
Hylophylax_naevius,Hylophylax naevius,,Carnivore,Invertivore,Generalist
Hylophylax_punctulatus,Hylophylax punctulatus,,Carnivore,Invertivore,Generalist
Hylorchilus_sumichrasti,Hylorchilus sumichrasti,,Carnivore,Invertivore,Generalist
Hymenolaimus_malacorhynchos,Hymenolaimus malacorhynchos,,Carnivore,Aquatic predator,Aquatic surface
Hymenops_perspicillatus,Hymenops perspicillatus,,Carnivore,Invertivore,Invertivore ground
Hypargos_margaritatus,Hypargos margaritatus,,Herbivore,Granivore,Granivore ground
Hypargos_niveoguttatus,Hypargos niveoguttatus,,Herbivore,Granivore,Granivore ground
Hypergerus_atriceps,Hypergerus atriceps,,Carnivore,Invertivore,Invertivore glean arboreal
Hypnelus_ruficollis,Hypnelus ruficollis,,Carnivore,Invertivore,Invertivore sally surface
Hypocnemis_cantator,Hypocnemis cantator,,Carnivore,Invertivore,Invertivore glean arboreal
Hypocnemis_flavescens,Hypocnemis flavescens,,Carnivore,Invertivore,Invertivore glean arboreal
Hypocnemis_hypoxantha,Hypocnemis hypoxantha,,Carnivore,Invertivore,Invertivore glean arboreal
Hypocnemis_ochrogyna,Hypocnemis ochrogyna,,Carnivore,Invertivore,Invertivore glean arboreal
Hypocnemis_peruviana,Hypocnemis peruviana,,Carnivore,Invertivore,Invertivore glean arboreal
Hypocnemis_striata,Hypocnemis striata,,Carnivore,Invertivore,Invertivore glean arboreal
Hypocnemis_subflava,Hypocnemis subflava,,Carnivore,Invertivore,Invertivore glean arboreal
Hypocnemoides_maculicauda,Hypocnemoides maculicauda,,Carnivore,Invertivore,Generalist
Hypocnemoides_melanopogon,Hypocnemoides melanopogon,,Carnivore,Invertivore,Generalist
Hypocolius_ampelinus,Hypocolius ampelinus,,Herbivore,Frugivore,Fugivore glean
Hypocryptadius_cinnamomeus,Hypocryptadius cinnamomeus,,Carnivore,Invertivore,Invertivore glean arboreal
Hypoedaleus_guttatus,Hypoedaleus guttatus,,Carnivore,Invertivore,Invertivore glean arboreal
Hypogramma_hypogrammicum,Hypogramma hypogrammicum,,Herbivore,Omnivore,NA
Hypopyrrhus_pyrohypogaster,Hypopyrrhus pyrohypogaster,,Herbivore,Omnivore,NA
Hypositta_corallirostris,Hypositta corallirostris,,Carnivore,Invertivore,Invertivore bark
Hypothymis_azurea,Hypothymis azurea,,Carnivore,Invertivore,Invertivore sally air
Hypothymis_coelestis,Hypothymis coelestis,,Carnivore,Invertivore,Invertivore sally air
Hypothymis_helenae,Hypothymis helenae,,Carnivore,Invertivore,Invertivore sally air
Hypsipetes_borbonicus,Hypsipetes borbonicus,,Herbivore,Frugivore,Fugivore glean
Hypsipetes_crassirostris,Hypsipetes crassirostris,,Omnivore,Omnivore,NA
Hypsipetes_leucocephalus,Hypsipetes leucocephalus,,Herbivore,Frugivore,Fugivore glean
Hypsipetes_madagascariensis,Hypsipetes madagascariensis,,Herbivore,Omnivore,NA
Hypsipetes_mcclellandii,Hypsipetes mcclellandii,,Omnivore,Omnivore,NA
Hypsipetes_nicobariensis,Hypsipetes nicobariensis,,Omnivore,Omnivore,NA
Hypsipetes_olivaceus,Hypsipetes olivaceus,,Omnivore,Omnivore,NA
Hypsipetes_parvirostris,Hypsipetes parvirostris,,Omnivore,Frugivore,Fugivore glean
Hypsipetes_thompsoni,Hypsipetes thompsoni,,Herbivore,Frugivore,Fugivore glean
Hypsipetes_virescens,Hypsipetes virescens,,Omnivore,Omnivore,NA
Ibidorhyncha_struthersii,Ibidorhyncha struthersii,,Carnivore,Aquatic predator,Aquatic ground
Ibycter_americanus,Ibycter americanus,,Carnivore,Invertivore,Invertivore bark
Ichthyophaga_humilis,Ichthyophaga humilis,,Carnivore,Aquatic predator,Aquatic perch
Ichthyophaga_ichthyaetus,Ichthyophaga ichthyaetus,,Carnivore,Aquatic predator,Aquatic perch
Icteria_virens,Icteria virens,,Carnivore,Invertivore,Invertivore glean arboreal
Icterus_abeillei,Icterus abeillei,,Omnivore,Invertivore,Invertivore glean arboreal
Icterus_auratus,Icterus auratus,,Omnivore,Omnivore,NA
Icterus_auricapillus,Icterus auricapillus,,Omnivore,Omnivore,NA
Icterus_bonana,Icterus bonana,,Omnivore,Omnivore,NA
Icterus_bullockii,Icterus bullockii,,Carnivore,Invertivore,Invertivore glean arboreal
Icterus_cayanensis,Icterus cayanensis,,Carnivore,Invertivore,Invertivore glean arboreal
Icterus_chrysater,Icterus chrysater,,Omnivore,Omnivore,NA
Icterus_croconotus,Icterus croconotus,,Omnivore,Omnivore,NA
Icterus_cucullatus,Icterus cucullatus,,Omnivore,Omnivore,NA
Icterus_dominicensis,Icterus dominicensis,,Omnivore,Omnivore,NA
Icterus_galbula,Icterus galbula,,Omnivore,Invertivore,Invertivore glean arboreal
Icterus_graceannae,Icterus graceannae,,Omnivore,Omnivore,NA
Icterus_graduacauda,Icterus graduacauda,,Omnivore,Omnivore,NA
Icterus_gularis,Icterus gularis,,Omnivore,Omnivore,NA
Icterus_icterus,Icterus icterus,,Omnivore,Omnivore,NA
Icterus_jamacaii,Icterus jamacaii,,Omnivore,Omnivore,NA
Icterus_laudabilis,Icterus laudabilis,,Omnivore,Omnivore,NA
Icterus_leucopteryx,Icterus leucopteryx,,Omnivore,Omnivore,NA
Icterus_maculialatus,Icterus maculialatus,,Omnivore,Omnivore,NA
Icterus_mesomelas,Icterus mesomelas,,Omnivore,Invertivore,Invertivore glean arboreal
Icterus_nigrogularis,Icterus nigrogularis,,Omnivore,Omnivore,NA
Icterus_oberi,Icterus oberi,,Carnivore,Invertivore,Invertivore glean arboreal
Icterus_parisorum,Icterus parisorum,,Carnivore,Invertivore,Invertivore glean arboreal
Icterus_pectoralis,Icterus pectoralis,,Omnivore,Invertivore,Invertivore glean arboreal
Icterus_prosthemelas,Icterus prosthemelas,,Omnivore,Omnivore,NA
Icterus_pustulatus,Icterus pustulatus,,Omnivore,Invertivore,Invertivore glean arboreal
Icterus_spurius,Icterus spurius,,Carnivore,Invertivore,Invertivore glean arboreal
Icterus_wagleri,Icterus wagleri,,Omnivore,Invertivore,Invertivore glean arboreal
Ictinaetus_malayensis,Ictinaetus malayensis,,Carnivore,Vertivore,Vertivore air to surface
Ictinia_mississippiensis,Ictinia mississippiensis,,Carnivore,Invertivore,Generalist
Ictinia_plumbea,Ictinia plumbea,,Carnivore,Invertivore,Generalist
Idiopsar_brachyurus,Idiopsar brachyurus,,Omnivore,Omnivore,NA
Ifrita_kowaldi,Ifrita kowaldi,,Carnivore,Invertivore,Invertivore bark
Ilicura_militaris,Ilicura militaris,,Omnivore,Frugivore,Fugivore aerial
Illadopsis_albipectus,Illadopsis albipectus,,Carnivore,Invertivore,Invertivore ground
Illadopsis_cleaveri,Illadopsis cleaveri,,Carnivore,Invertivore,Invertivore ground
Illadopsis_fulvescens,Illadopsis fulvescens,,Carnivore,Invertivore,Invertivore glean arboreal
Illadopsis_puveli,Illadopsis puveli,,Carnivore,Invertivore,Invertivore ground
Illadopsis_pyrrhoptera,Illadopsis pyrrhoptera,,Carnivore,Invertivore,Invertivore ground
Illadopsis_rufescens,Illadopsis rufescens,,Carnivore,Invertivore,Invertivore ground
Illadopsis_rufipennis,Illadopsis rufipennis,,Carnivore,Invertivore,Invertivore ground
Incana_incana,Incana incana,,Carnivore,Invertivore,Invertivore glean arboreal
Incaspiza_laeta,Incaspiza laeta,,Omnivore,Omnivore,NA
Incaspiza_ortizi,Incaspiza ortizi,,Herbivore,Omnivore,NA
Incaspiza_personata,Incaspiza personata,,Omnivore,Omnivore,NA
Incaspiza_pulchra,Incaspiza pulchra,,Herbivore,Omnivore,NA
Incaspiza_watkinsi,Incaspiza watkinsi,,Omnivore,Omnivore,NA
Indicator_archipelagicus,Indicator archipelagicus,,Carnivore,Invertivore,Invertivore bark
Indicator_conirostris,Indicator conirostris,,Carnivore,Invertivore,Generalist
Indicator_exilis,Indicator exilis,,Carnivore,Invertivore,Generalist
Indicator_indicator,Indicator indicator,,Carnivore,Invertivore,Generalist
Indicator_maculatus,Indicator maculatus,,Carnivore,Invertivore,Invertivore bark
Indicator_meliphilus,Indicator meliphilus,,Carnivore,Invertivore,Generalist
Indicator_minor,Indicator minor,,Carnivore,Invertivore,Generalist
Indicator_pumilio,Indicator pumilio,,Carnivore,Invertivore,Generalist
Indicator_variegatus,Indicator variegatus,,Carnivore,Invertivore,Generalist
Indicator_willcocksi,Indicator willcocksi,,Carnivore,Invertivore,Generalist
Indicator_xanthonotus,Indicator xanthonotus,,Carnivore,Invertivore,Generalist
Inezia_caudata,Inezia caudata,,Carnivore,Invertivore,Invertivore glean arboreal
Inezia_inornata,Inezia inornata,,Carnivore,Invertivore,Invertivore glean arboreal
Inezia_subflava,Inezia subflava,,Carnivore,Invertivore,Invertivore glean arboreal
Inezia_tenuirostris,Inezia tenuirostris,,Carnivore,Invertivore,Invertivore glean arboreal
Iodopleura_fusca,Iodopleura fusca,,Carnivore,Invertivore,Invertivore sally air
Iodopleura_isabellae,Iodopleura isabellae,,Carnivore,Invertivore,Invertivore sally air
Iodopleura_pipra,Iodopleura pipra,,Herbivore,Frugivore,Fugivore glean
Iole_indica,Iole indica,,Herbivore,Omnivore,NA
Iole_olivacea,Iole olivacea,,Omnivore,Omnivore,NA
Iole_propinqua,Iole propinqua,,Omnivore,Omnivore,NA
Iole_virescens,Iole virescens,,Herbivore,Frugivore,Fugivore glean
Irania_gutturalis,Irania gutturalis,,Carnivore,Invertivore,Invertivore glean arboreal
Irediparra_gallinacea,Irediparra gallinacea,,Omnivore,Aquatic predator,Aquatic ground
Irena_cyanogastra,Irena cyanogastra,,Herbivore,Frugivore,Fugivore glean
Irena_puella,Irena puella,,Herbivore,Frugivore,Fugivore glean
Iridophanes_pulcherrimus,Iridophanes pulcherrimus,,Herbivore,Frugivore,Fugivore glean
Iridosornis_analis,Iridosornis analis,,Omnivore,Invertivore,Invertivore glean arboreal
Iridosornis_jelskii,Iridosornis jelskii,,Herbivore,Frugivore,Fugivore glean
Iridosornis_porphyrocephalus,Iridosornis porphyrocephalus,,Omnivore,Frugivore,Fugivore glean
Iridosornis_reinhardti,Iridosornis reinhardti,,Herbivore,Frugivore,Fugivore glean
Iridosornis_rufivertex,Iridosornis rufivertex,,Omnivore,Omnivore,NA
Ithaginis_cruentus,Ithaginis cruentus,,Herbivore,Omnivore,NA
Ixobrychus_cinnamomeus,Ixobrychus cinnamomeus,,Carnivore,Aquatic predator,Aquatic ground
Ixobrychus_eurhythmus,Ixobrychus eurhythmus,,Carnivore,Aquatic predator,Aquatic ground
Ixobrychus_exilis,Ixobrychus exilis,,Carnivore,Aquatic predator,Aquatic ground
Ixobrychus_flavicollis,Ixobrychus flavicollis,,Carnivore,Aquatic predator,Aquatic ground
Ixobrychus_involucris,Ixobrychus involucris,,Carnivore,Aquatic predator,Aquatic ground
Ixobrychus_minutus,Ixobrychus minutus,,Carnivore,Aquatic predator,Aquatic ground
Ixobrychus_sinensis,Ixobrychus sinensis,,Carnivore,Aquatic predator,Aquatic ground
Ixobrychus_sturmii,Ixobrychus sturmii,,Carnivore,Aquatic predator,Aquatic ground
Ixonotus_guttatus,Ixonotus guttatus,,Omnivore,Frugivore,Fugivore glean
Ixos_amaurotis,Ixos amaurotis,,Herbivore,Frugivore,Fugivore glean
Ixos_everetti,Ixos everetti,,Herbivore,Frugivore,Fugivore glean
Ixos_malaccensis,Ixos malaccensis,,Omnivore,Frugivore,Fugivore glean
Ixos_palawanensis,Ixos palawanensis,,Omnivore,Omnivore,NA
Ixos_philippinus,Ixos philippinus,,Herbivore,Frugivore,Fugivore glean
Ixos_rufigularis,Ixos rufigularis,,Herbivore,Frugivore,Fugivore glean
Ixos_siquijorensis,Ixos siquijorensis,,Herbivore,Frugivore,Fugivore glean
Jabiru_mycteria,Jabiru mycteria,,Carnivore,Aquatic predator,Aquatic ground
Jabouilleia_danjoui,Jabouilleia danjoui,,Carnivore,Invertivore,Invertivore ground
Jacamaralcyon_tridactyla,Jacamaralcyon tridactyla,,Carnivore,Invertivore,Invertivore sally air
Jacamerops_aureus,Jacamerops aureus,,Carnivore,Invertivore,Invertivore sally air
Jacana_jacana,Jacana jacana,,Omnivore,Omnivore,NA
Jacana_spinosa,Jacana spinosa,,Carnivore,Aquatic predator,Aquatic ground
Jubula_lettii,Jubula lettii,,Carnivore,Invertivore,Invertivore sally ground
Junco_hyemalis,Junco hyemalis,,Herbivore,Granivore,Granivore ground
Junco_insularis,Junco insularis,,Herbivore,Granivore,Granivore ground
Junco_phaeonotus,Junco phaeonotus,,Omnivore,Omnivore,NA
Junco_vulcani,Junco vulcani,,Herbivore,Omnivore,NA
Jynx_ruficollis,Jynx ruficollis,,Carnivore,Invertivore,Invertivore bark
Jynx_torquilla,Jynx torquilla,,Carnivore,Invertivore,Invertivore ground
Kakamega_poliothorax,Kakamega poliothorax,,Carnivore,Invertivore,Invertivore ground
Kaupifalco_monogrammicus,Kaupifalco monogrammicus,,Carnivore,Invertivore,Invertivore sally ground
Kenopia_striata,Kenopia striata,,Carnivore,Invertivore,Invertivore ground
Ketupa_blakistoni,Ketupa blakistoni,,Carnivore,Aquatic predator,Aquatic perch
Ketupa_flavipes,Ketupa flavipes,,Carnivore,Aquatic predator,Aquatic perch
Ketupa_ketupu,Ketupa ketupu,,Carnivore,Aquatic predator,Aquatic perch
Ketupa_zeylonensis,Ketupa zeylonensis,,Carnivore,Aquatic predator,Aquatic perch
Klais_guimeti,Klais guimeti,,Herbivore,Nectarivore,Nectarivore aerial
Knipolegus_aterrimus,Knipolegus aterrimus,,Carnivore,Invertivore,Invertivore sally air
Knipolegus_cyanirostris,Knipolegus cyanirostris,,Carnivore,Invertivore,Invertivore sally air
Knipolegus_franciscanus,Knipolegus franciscanus,,Carnivore,Invertivore,Invertivore sally air
Knipolegus_hudsoni,Knipolegus hudsoni,,Carnivore,Invertivore,Generalist
Knipolegus_lophotes,Knipolegus lophotes,,Carnivore,Invertivore,Generalist
Knipolegus_nigerrimus,Knipolegus nigerrimus,,Carnivore,Invertivore,Invertivore sally air
Knipolegus_orenocensis,Knipolegus orenocensis,,Carnivore,Invertivore,Invertivore sally ground
Knipolegus_poecilocercus,Knipolegus poecilocercus,,Carnivore,Invertivore,Invertivore sally surface
Knipolegus_poecilurus,Knipolegus poecilurus,,Carnivore,Invertivore,Invertivore sally air
Knipolegus_signatus,Knipolegus signatus,,Carnivore,Invertivore,Generalist
Knipolegus_striaticeps,Knipolegus striaticeps,,Carnivore,Invertivore,Invertivore sally air
Kupeornis_chapini,Kupeornis chapini,,Carnivore,Invertivore,Invertivore glean arboreal
Kupeornis_gilberti,Kupeornis gilberti,,Carnivore,Invertivore,Invertivore glean arboreal
Kupeornis_rufocinctus,Kupeornis rufocinctus,,Carnivore,Invertivore,Invertivore glean arboreal
Lacedo_pulchella,Lacedo pulchella,,Carnivore,Invertivore,Invertivore sally ground
Lafresnaya_lafresnayi,Lafresnaya lafresnayi,,Herbivore,Nectarivore,Nectarivore aerial
Lagonosticta_landanae,Lagonosticta landanae,,Herbivore,Granivore,Granivore ground
Lagonosticta_larvata,Lagonosticta larvata,,Herbivore,Granivore,Granivore ground
Lagonosticta_nitidula,Lagonosticta nitidula,,Herbivore,Granivore,Granivore ground
Lagonosticta_rara,Lagonosticta rara,,Omnivore,Granivore,Granivore ground
Lagonosticta_rhodopareia,Lagonosticta rhodopareia,,Herbivore,Granivore,Granivore ground
Lagonosticta_rubricata,Lagonosticta rubricata,,Herbivore,Granivore,Granivore ground
Lagonosticta_rufopicta,Lagonosticta rufopicta,,Herbivore,Granivore,Granivore ground
Lagonosticta_senegala,Lagonosticta senegala,,Herbivore,Granivore,Granivore ground
Lagonosticta_umbrinodorsalis,Lagonosticta umbrinodorsalis,,Herbivore,Granivore,Granivore ground
Lagonosticta_virata,Lagonosticta virata,,Herbivore,Granivore,Granivore ground
Lagopus_lagopus,Lagopus lagopus,,Herbivore,Herbivore terrestrial,Herbivore ground
Lagopus_leucura,Lagopus leucura,,Herbivore,Herbivore terrestrial,Herbivore ground
Lagopus_muta,Lagopus muta,,Herbivore,Herbivore terrestrial,Herbivore ground
Lalage_atrovirens,Lalage atrovirens,,Omnivore,Frugivore,Fugivore glean
Lalage_aurea,Lalage aurea,,Carnivore,Invertivore,Invertivore glean arboreal
Lalage_leucomela,Lalage leucomela,,Carnivore,Invertivore,Invertivore glean arboreal
Lalage_leucopyga,Lalage leucopyga,,Carnivore,Invertivore,Invertivore glean arboreal
Lalage_leucopygialis,Lalage leucopygialis,,Carnivore,Invertivore,Invertivore glean arboreal
Lalage_maculosa,Lalage maculosa,,Carnivore,Invertivore,Invertivore glean arboreal
Lalage_melanoleuca,Lalage melanoleuca,,Carnivore,Invertivore,Invertivore glean arboreal
Lalage_moesta,Lalage moesta,,Omnivore,Frugivore,Fugivore glean
Lalage_nigra,Lalage nigra,,Carnivore,Invertivore,Invertivore glean arboreal
Lalage_sharpei,Lalage sharpei,,Carnivore,Invertivore,Invertivore glean arboreal
Lalage_sueurii,Lalage sueurii,,Carnivore,Invertivore,Invertivore glean arboreal
